comment_post_id	comment_time	user_id	to_user_id	to_user_name	comment_content	question_post_id
post_2482051	Feb 07, 2008	412024	348760	frmusany718	I didn't think that there could be survivors with this disease.    My husband and I are both carriers- one good gene, one bad gene. We both had passed our bad gene onto the baby,    that is how our baby got it.    Neither of us have any signs or symptoms of being a carrier of this disease.    All of the research I've done has led to the conclusion of death shorty after birth, if they make it that far.Am I misinformed?    Are there survivors of this disease?	post_2162699
post_2482693	Feb 08, 2008	348760	412024	cakesw	you're right it is 100% fatal.me and my husband are carriers to and found out about it when a pregnancy was affected.what i meant other people with this problem i meant couples carriers that have in each pregnancy a 1/4 chance of it being affected (and the baby not surviving)why don't you send me a private message on this site?	post_2162699
post_2647042	Mar 15, 2008	450863	None	all responders	We are another couple who carry the recessive MKS gene.    Our first baby was diagnosed at 16 weeks in November 2003.    It was a terrible shock after years of infertility.    We have since had 3 further pregnancies - 2 miscarried and one diagnosed at 12 weeks with MKS.    It is unbelievable when you consider there is a 75% chance the baby will be OK.    So, at 43 years old I am 11 weeks pregnant and go for my scan and have bloods taken to search for MKS in a week and a half.    We are feeling very positive that this time the baby will be clear of MKS.It has been a tough 5 years but we have not given up.	post_2162699
post_2658228	Mar 17, 2008	348760	450863	kaliwali	I hope everything tuns out OK with you. Just curios did they identify the gene in your case? is CVS an option to check if the pregnancy was affected?you can send me a private message.	post_2162699
post_2737904	Apr 04, 2008	470826	348760	frmusany718	Hey, I just wanted to let you know that I'm here now too.	post_2162699
post_2737927	Apr 04, 2008	470826	450863	kaliwali	You don't know me yet, but I've been emailing back and forth with frmusany718 for a couple of months now.    Please feel free to email me personally at any time.    We can share our stories if you're interested.	post_2162699
post_2875688	May 07, 2008	501287	348760	frmusany718	My daughter was diagnosed with MKS3 in june 07, we chose to continue the pregnancy. i had her at 28 weeks (sept 07). she lived for 48 precious minutes. we just found out we are expecting again last week. not looking forward to going through this again...	post_2162699
post_2888694	May 09, 2008	412024	348760	frmusany718	It has been awhile since I've written but I wanted this part of my story to be posted.    As stated earlier we found out that our baby also had this disease.    We decided to have it. I gave birth to our boy at the beginning of April.    He came on his own at 37 weeks.    He lived for 9 hours and 21 minutes.    As sad as we are for our loss, we couldn't be prouder of our little angel, Tyler.	post_2162699
post_3239582	Aug 04, 2008	580148	None	To all responders	I had 3 pregnancies before. We found out our first daughter was diagnosed with MKS3 in May 06 (17 wks) and second one found out in Dec 07 (12 wks). We decided to end the pregnancy. Really can't continue and suffer from this. It was really sad and in shock. Never hear about this disease before! The third time pregnancy was miscarriage at 6 wks in April 08. I couldn't believe 1/4 chance could happen more than once. Really hope that all of us will have health baby on next time. Does anyone know PGD can screen the MKS or not?	post_2162699
post_3254691	Aug 08, 2008	348760	None	futurehope	Hi I'm so sorry for your loss. There are many genes that may cause MKS some have been identified some not, you need to have blood work to check which gene your a carrier of, if its one that can be identified then PGD is an option for you.PM me for more information.	post_2162699
